Original_Content,Preprocessed_Content
"Pertama kalinya pakai aplikasi halodoc, aplikasinya mudah digunakan dan respon dokternya cepat menjawab keluhan sakit saya sampai diberikan rekomendasi obat dari dokternya. Aplikasi ini juga membantu untuk beli obat yang direkomendasikan dokter dan diantar sampai kerumah dengan aman lagi. Puas deh pakai halodoc. Terimakasih halodoc.",pertama kalinya pakai aplikasi halodoc  aplikasinya mudah digunakan dan respon dokternya cepat menjawab keluhan sakit saya sampai diberikan rekomendasi obat dari dokternya  aplikasi ini juga membantu untuk beli obat yang direkomendasikan dokter dan diantar sampai kerumah dengan aman lagi  puas deh pakai halodoc  terimakasih halodoc 
"Recomended bgt buat yg males ngantri kedokter, dan super sibuk, dokternya sangat ramah dan fast respon, aplikasinya juga mudah d gunakan dan gk byk makan memory ,good lah pokoknya",recomended bgt buat yg males ngantri kedokter  dan super sibuk  dokternya sangat ramah dan fast respon  aplikasinya juga mudah d gunakan dan gk byk makan memory  good lah pokoknya
"Sangat bermanfaat aplikasinya dengan dokter yang sangat ramah2 dan bisa langsung mengetahui keluhan kita dan memberi solusinya, pokonya bagus banget aplikasi halodoc ini dan ditambah untuk pengguna baru konsultasi gratis mantap👍🏻😍😍",sangat bermanfaat aplikasinya dengan dokter yang sangat ramah  dan bisa langsung mengetahui keluhan kita dan memberi solusinya  pokonya bagus banget aplikasi halodoc ini dan ditambah untuk pengguna baru konsultasi gratis mantap👍🏻😍😍
"Bgus skli, bisa konsultasi masalah kesehatan dengan dokter2 yg baik dan ramah dengan cepat pada saat di butuhkan dan respon yg baik serta saya senang menggunakan apliksi ini, sangat membantu makasih halodoc...",bgus skli  bisa konsultasi masalah kesehatan dengan dokter  yg baik dan ramah dengan cepat pada saat di butuhkan dan respon yg baik serta saya senang menggunakan apliksi ini  sangat membantu makasih halodoc   
"saya suka sekali dengan aplikasi ini, karna menurut saya sangat membantu, dan respon dokternya pun sangatt cepat,. semoga aplikasi ini slalu menyenangkan dan slalu membntu kwatiran seorang ibu, ayah, anak, istri dan suami..🙏😊😊",saya suka sekali dengan aplikasi ini  karna menurut saya sangat membantu  dan respon dokternya pun sangatt cepat   semoga aplikasi ini slalu menyenangkan dan slalu membntu kwatiran seorang ibu  ayah  anak  istri dan suami  🙏😊😊
Sangat terbantu dengan aplikasi ini .. Mudah..cepat..gak capek2 muter2 nyari apotik.. Sudah keliling..obatnya belum tentu ada pula... Alhamdulillah.. Thankyou very2 much..,sangat terbantu dengan aplikasi ini    mudah  cepat  gak capek  muter  nyari apotik   sudah keliling  obatnya belum tentu ada pula    alhamdulillah   thankyou very  much  
"Sgt membantu banget halo doc ini terutama beli obat saat2 genting. Lagi bth perban utk luka bekas op jantung mama ,cari di apotik langanan ga ada,coba deh di halodoc, lgsg ada donk.. Thanks ya halodoc.",sgt membantu banget halo doc ini terutama beli obat saat  genting  lagi bth perban utk luka bekas op jantung mama  cari di apotik langanan ga ada coba deh di halodoc  lgsg ada donk   thanks ya halodoc 
"Harga terbaik, jaminan obat asli, dianter kerumah (masak iya org sakit mesti nyari2 Apotik ya?!). ide brilian dengan implementasi luar biasa baik.",harga terbaik  jaminan obat asli  dianter kerumah  masak iya org sakit mesti nyari  apotik ya     ide brilian dengan implementasi luar biasa baik 
"Alhamdulillah aplikasi halodoc ini membantu, ketika semua dokter gigi, bisa membantu konsultasi dan langsung di berikan resep. Dan bisa diantar resepnya. Tingkatkan terus pelayanan aplikasinya ya",alhamdulillah aplikasi halodoc ini membantu  ketika semua dokter gigi  bisa membantu konsultasi dan langsung di berikan resep  dan bisa diantar resepnya  tingkatkan terus pelayanan aplikasinya ya
"Dokternya baik , respon cepat penjelasan detail rekomended",dokternya baik   respon cepat penjelasan detail rekomended
"Cepat, Tepat, Tdk pakai ngantri. Sangat membantu. Resep obatnya pun sama seperti kalau periksa ke RS. Cuma Resep nya gak bisa diunduh dari aplikasi. Tapi bisa discreenshoot.",cepat  tepat  tdk pakai ngantri  sangat membantu  resep obatnya pun sama seperti kalau periksa ke rs  cuma resep nya gak bisa diunduh dari aplikasi  tapi bisa discreenshoot 
"Terimakasih Halodoc. Aplikasi ini sangat terjangkau dan membantu. Meski tidak bertatap muka, konsultasi cepat via gadget juga efektif, terlebih dalam kedaan mendesak. Kita menjadi tahu apa sebenarnya yang terjadi pada kesehatan kita, sebelum memeriksakan ke dokter terdekat. Selain itu dokter-dokter sudah memiliki jam terbang yang cukup tinggi & lama, serta ramah. Terimakasih Halodoc!",terimakasih halodoc  aplikasi ini sangat terjangkau dan membantu  meski tidak bertatap muka  konsultasi cepat via gadget juga efektif  terlebih dalam kedaan mendesak  kita menjadi tahu apa sebenarnya yang terjadi pada kesehatan kita  sebelum memeriksakan ke dokter terdekat  selain itu dokter dokter sudah memiliki jam terbang yang cukup tinggi   lama  serta ramah  terimakasih halodoc 
"terimkasih halodoc . betul betul sangat membatu sekali di saat bener bener sudah malam ga bisa tanya teman atau saudara karena udah pada istirahat.. rekomen buat instal apk ini guys😍 dokter nya fast respon dan super duper ramah , makasih banyak dok😊",terimkasih halodoc   betul betul sangat membatu sekali di saat bener bener sudah malam ga bisa tanya teman atau saudara karena udah pada istirahat   rekomen buat instal apk ini guys😍 dokter nya fast respon dan super duper ramah   makasih banyak dok😊
Saya chatting jam 4 pagi masih banyak dokter yang online dan dokter dengan feature free yang fast respon. Saya janji untuk memberi ratting 5 star ketika mendapatkan respon baik dan jawaban jelas dari pertanyaan yang saya butuhkan ketika chatting dokter dengan feature FREE.,saya chatting jam   pagi masih banyak dokter yang online dan dokter dengan feature free yang fast respon  saya janji untuk memberi ratting   star ketika mendapatkan respon baik dan jawaban jelas dari pertanyaan yang saya butuhkan ketika chatting dokter dengan feature free 
"Suka banget sama aplikasi ini,, disaat ga ada org dirumah. Kita lagi sakit dan butuh obat. Tinggal klik, pesen n nyampe rumah.. t.o.p b.g.t .. terimakasih halodoc sangat membantu..",suka banget sama aplikasi ini   disaat ga ada org dirumah  kita lagi sakit dan butuh obat  tinggal klik  pesen n nyampe rumah   t o p b g t    terimakasih halodoc sangat membantu  
"semoga bisa seterusnya gratis, dan sesi untuk waktu dokternya bisa di perpanjang/ bisa secara otomatis di alihkan ke sokter lain dengan terhubung secara otomatis juga, sejauh ini cukup bermanfaat halodoc",semoga bisa seterusnya gratis  dan sesi untuk waktu dokternya bisa di perpanjang  bisa secara otomatis di alihkan ke sokter lain dengan terhubung secara otomatis juga  sejauh ini cukup bermanfaat halodoc
Sangat membantu dan penjelasan sangat jelas dan akurat. Mengerti dan melayani keluhan pasien denga seksama. Pokoknya halodoc is the best dan sangat membantu kami. Moga lebih ditingkatkan pelayanannya dan dokternya diberi kesehatan selalu. Mohon responnya lebih cepat karena waktu konsultasi hanya 30 menit. Karena terkadang chat lambat direspon.,sangat membantu dan penjelasan sangat jelas dan akurat  mengerti dan melayani keluhan pasien denga seksama  pokoknya halodoc is the best dan sangat membantu kami  moga lebih ditingkatkan pelayanannya dan dokternya diberi kesehatan selalu  mohon responnya lebih cepat karena waktu konsultasi hanya   menit  karena terkadang chat lambat direspon 
Aplikasi halodokc sangat membantu sekali ketika mau daftar ke RS jadi mudah dengan halodoc dan konsultasi dengan dokter spesialis pun sangat mudah dan cepat respon. Terimakasih halodoc,aplikasi halodokc sangat membantu sekali ketika mau daftar ke rs jadi mudah dengan halodoc dan konsultasi dengan dokter spesialis pun sangat mudah dan cepat respon  terimakasih halodoc
"dokter nya sanggat ramah,dan pelayanan nya juga baik, balas nya pun cepat di respon Dgn ad nya aplikasi ini bisa membuat saya mencari jalan keluar dari penyakit saya terikasih 😊saya sanggat puas",dokter nya sanggat ramah dan pelayanan nya juga baik  balas nya pun cepat di respon dgn ad nya aplikasi ini bisa membuat saya mencari jalan keluar dari penyakit saya terikasih 😊saya sanggat puas
Sangat cepat dan responsif,sangat cepat dan responsif
"Membantu sekali, dan sangat sangat terbantu, mulai dr konsultasi dgn dokter nya yg ramah2, berpengalaman, dan sampai membeli obat.. sangat memudahkan sekali dan bener2 bermanfaat aplikasi ini",membantu sekali  dan sangat sangat terbantu  mulai dr konsultasi dgn dokter nya yg ramah   berpengalaman  dan sampai membeli obat   sangat memudahkan sekali dan bener  bermanfaat aplikasi ini
"Terima kasih Halodoc sudah berkontribusi memberikan pelayanan prima kepada masyarakat, aplikasinya sangat membantu dan memudahkan, selain dokter yang kompeten dan ramah, dokternya juga memberikan resep secara gratis, terima kasih halodoc semoga terus menjadi aplikasi yang luar biasa, sukses :)",terima kasih halodoc sudah berkontribusi memberikan pelayanan prima kepada masyarakat  aplikasinya sangat membantu dan memudahkan  selain dokter yang kompeten dan ramah  dokternya juga memberikan resep secara gratis  terima kasih halodoc semoga terus menjadi aplikasi yang luar biasa  sukses   
"Sangat berterima kasih bnget utk dokter yang ngarahin aku,,sangat membantu n sangat puas dgn dokter2 nya 🙏",sangat berterima kasih bnget utk dokter yang ngarahin aku  sangat membantu n sangat puas dgn dokter  nya 🙏
Aplikasi yang helpfull dan user friendly. Sangat membantu apalagi disaat sekarang ini dimana kita semua dihimbau pemerintah untuk tetap #dirumahaja. Very recommended 🙂👍👍👍👍,aplikasi yang helpfull dan user friendly  sangat membantu apalagi disaat sekarang ini dimana kita semua dihimbau pemerintah untuk tetap  dirumahaja  very recommended 🙂👍👍👍👍
"Terimakasih, sangat membantu Sangat nyaman unduh apk ini, tidak ada tuntunan untuk jd member konsultasi bulanan yg berbayar . sukses trs untuk semua dokter",terimakasih  sangat membantu sangat nyaman unduh apk ini  tidak ada tuntunan untuk jd member konsultasi bulanan yg berbayar   sukses trs untuk semua dokter
"Aplikasi yg keren memudahkan kita yg sedang sakit, aku udah pernah pakai aplikasi ini 3 x untuk pengantaran obat gratis dari rumah sakit cepet pengantarannya. biasa ngantri di apotek rumah sakit 1 sampai 2 jam kita bisa menghemat waktu dan cepet istirahat di rumah dan pernah sekali konsul respon cepat",aplikasi yg keren memudahkan kita yg sedang sakit  aku udah pernah pakai aplikasi ini   x untuk pengantaran obat gratis dari rumah sakit cepet pengantarannya  biasa ngantri di apotek rumah sakit   sampai   jam kita bisa menghemat waktu dan cepet istirahat di rumah dan pernah sekali konsul respon cepat
"Sangat membantu, tapi akan lebih bagus jika di aplikasinya ditambah kan fitur lock atau pin supaya privasi kita lebih terjaga.",sangat membantu  tapi akan lebih bagus jika di aplikasinya ditambah kan fitur lock atau pin supaya privasi kita lebih terjaga 
"Makasih banget. Dengan adanya aplikasi ini bener2 membantu saya dalam menangani masalah yang sedang ada pada tubuh saya. Layanan sangatlah cepat. Terimakasih untuk dokter yang telah membantu saya. Terus tingkatkan untuk layanan dan aplikasinya. Jika masih ada yg kurang, namun saya masih baru pertama kali ini menggunakan halodoc jadi masih belum menemukan kekurangan apa saja yang ada.",makasih banget  dengan adanya aplikasi ini bener  membantu saya dalam menangani masalah yang sedang ada pada tubuh saya  layanan sangatlah cepat  terimakasih untuk dokter yang telah membantu saya  terus tingkatkan untuk layanan dan aplikasinya  jika masih ada yg kurang  namun saya masih baru pertama kali ini menggunakan halodoc jadi masih belum menemukan kekurangan apa saja yang ada 
"aplikasi OK, bisa pesen obat yg susah dicari disetiap apotik, dg hallodoc banyak kemudahan yg kita dapat khususnya utk kesehatan kita dan keluarga, kalo tdk dari sekarang download dari sekarang nanti nyesel lho.",aplikasi ok  bisa pesen obat yg susah dicari disetiap apotik  dg hallodoc banyak kemudahan yg kita dapat khususnya utk kesehatan kita dan keluarga  kalo tdk dari sekarang download dari sekarang nanti nyesel lho 
"Aplikasi yg sangat membantu 👏 smg bisa bermanfaat untuk org bnyak meskipun sy sndri masih bingung cara konsultasi ma dokternya,,alangkah lbh baik ada menu help untuk cari tahu cara penggunaan aplikasi halodoc..sukses sllu yaa tq",aplikasi yg sangat membantu 👏 smg bisa bermanfaat untuk org bnyak meskipun sy sndri masih bingung cara konsultasi ma dokternya  alangkah lbh baik ada menu help untuk cari tahu cara penggunaan aplikasi halodoc  sukses sllu yaa tq
"Aplikasi yg sangat membantu. Dengan dokter yg kompeten, ramah, terjangkau dan terpercaya, memudahkan kita dalam mencari solusi kesehatan. Terima kasih Halodoc. Semoga apkikasi ini terus berkembang dgn lebih baik lagi.",aplikasi yg sangat membantu  dengan dokter yg kompeten  ramah  terjangkau dan terpercaya  memudahkan kita dalam mencari solusi kesehatan  terima kasih halodoc  semoga apkikasi ini terus berkembang dgn lebih baik lagi 
"aplikasinya sangat membantu sekali, hanya saja untuk pemesanan obt di apotek terlalu kejauhan dgn alamat pngirim sarannya spya lbh di otomatiskan spya lbh dekat pencarian apotek nya sehingga lbh dekat dgn alamat rmh soalnya kasian driver pengantarnya kejauhan, dan satu lg untuk fitur chat smga bisa free chat dgn driver nya, trimakasi 😊",aplikasinya sangat membantu sekali  hanya saja untuk pemesanan obt di apotek terlalu kejauhan dgn alamat pngirim sarannya spya lbh di otomatiskan spya lbh dekat pencarian apotek nya sehingga lbh dekat dgn alamat rmh soalnya kasian driver pengantarnya kejauhan  dan satu lg untuk fitur chat smga bisa free chat dgn driver nya  trimakasi 😊
Sangat2 membantu sekali... di situasi pandemi ini dengan ada nya halodoc. Jadi lebih praktis dan aman Ditanganin dokter2 pilihan... super sekali sangat membantu.thx's,sangat  membantu sekali    di situasi pandemi ini dengan ada nya halodoc  jadi lebih praktis dan aman ditanganin dokter  pilihan    super sekali sangat membantu thx's
"Dengan adanya aplikasi Halodoc saya bisa berkonsultasi kapanpun dan dimanapun, seperti saat ini anak habis vaksin mengalami efek samping demam. Halodoc membantu saya dengan konsultasi yang saya butuhkan dan saya merasa nyaman dan tidak panik. Sayangnya karena panik saya lupa menghubungkan dengan fasilitas asuransi yang bs saya dapatkan dengan halodoc juga. Trimakasih banyak☺️👍.",dengan adanya aplikasi halodoc saya bisa berkonsultasi kapanpun dan dimanapun  seperti saat ini anak habis vaksin mengalami efek samping demam  halodoc membantu saya dengan konsultasi yang saya butuhkan dan saya merasa nyaman dan tidak panik  sayangnya karena panik saya lupa menghubungkan dengan fasilitas asuransi yang bs saya dapatkan dengan halodoc juga  trimakasih banyak☺️👍 
Pelayanan dokter sangat baik. Tp saya memberi bintang 2 utk toko kesehatan. Biaya ongkir obat jd lebih mahal karena sering kali apotik tdk memiliki jumlah obat yg lengkap. Sehingga ongkos kirim bisa 2 atau 3x lipat. Perlu koordinasi dg apotik2 rekanan agar ready dg obat2 an nya.,pelayanan dokter sangat baik  tp saya memberi bintang   utk toko kesehatan  biaya ongkir obat jd lebih mahal karena sering kali apotik tdk memiliki jumlah obat yg lengkap  sehingga ongkos kirim bisa   atau  x lipat  perlu koordinasi dg apotik  rekanan agar ready dg obat  an nya 
